Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19
41721665,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887796|180|41721665|I-Import,14473983,0,55:30.8,agi_bideveloper2,INSERT
92688363,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883696|369|92688363|I-Import,14471440,0,55:30.8,agi_bideveloper2,INSERT
22983365,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887797|180|22983365|I-Import,14473984,0,55:30.8,agi_bideveloper2,INSERT
92688444,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883697|369|92688444|I-Import,14471441,0,55:30.8,agi_bideveloper2,INSERT
41721665,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887798|180|41721665|I-Import,14473985,0,55:30.8,agi_bideveloper2,INSERT
87681742,TK,IST,186,00:00.0,ORD,IST,0,0,0,0,I,55:30.8,10883698|235|87681742|T-Import,14471442,0,55:30.8,agi_bideveloper2,INSERT
42406512,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887799|180|42406512|T-Import,14473986,0,55:30.8,agi_bideveloper2,INSERT
92688304,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883699|369|92688304|I-Import,14471443,0,55:30.8,agi_bideveloper2,INSERT
41721665,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887800|180|41721665|I-Import,14473987,0,55:30.8,agi_bideveloper2,INSERT
92688326,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883700|369|92688326|I-Import,14471444,0,55:30.8,agi_bideveloper2,INSERT
41721676,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887801|180|41721676|I-Import,14473988,0,55:30.8,agi_bideveloper2,INSERT
92688433,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883701|369|92688433|I-Import,14471445,0,55:30.8,agi_bideveloper2,INSERT
42406512,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887802|180|42406512|T-Import,14473989,0,55:30.8,agi_bideveloper2,INSERT
92688352,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883702|369|92688352|I-Import,14471446,0,55:30.8,agi_bideveloper2,INSERT
41721886,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887803|180|41721886|I-Import,14473990,0,55:30.8,agi_bideveloper2,INSERT
92688363,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883703|369|92688363|I-Import,14471447,0,55:30.8,agi_bideveloper2,INSERT
29605074,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887804|180|29605074|I-Import,14473991,0,55:30.8,agi_bideveloper2,INSERT
92688260,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883704|369|92688260|I-Import,14471448,0,55:30.8,agi_bideveloper2,INSERT
45418052,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887805|180|45418052|I-Import,14473992,0,55:30.8,agi_bideveloper2,INSERT
92688304,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883705|369|92688304|I-Import,14471449,0,55:30.8,agi_bideveloper2,INSERT
45418450,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887806|180|45418450|I-Import,14473993,0,55:30.8,agi_bideveloper2,INSERT
92688326,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883706|369|92688326|I-Import,14471450,0,55:30.8,agi_bideveloper2,INSERT
42761460,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887807|180|42761460|I-Import,14473994,0,55:30.8,agi_bideveloper2,INSERT
92688352,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883707|369|92688352|I-Import,14471451,0,55:30.8,agi_bideveloper2,INSERT
40064253,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887808|180|40064253|I-Import,14473995,0,55:30.8,agi_bideveloper2,INSERT
92688374,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883708|369|92688374|I-Import,14471452,0,55:30.8,agi_bideveloper2,INSERT
40064312,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887809|180|40064312|I-Import,14473996,0,55:30.8,agi_bideveloper2,INSERT
92688293,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883709|369|92688293|I-Import,14471453,0,55:30.8,agi_bideveloper2,INSERT
92952403,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888596|369|92952403|I-Import,14473997,0,55:30.8,agi_bideveloper2,INSERT
92688396,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883710|369|92688396|I-Import,14471454,0,55:30.8,agi_bideveloper2,INSERT
92952403,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888597|369|92952403|I-Import,14473998,0,55:30.8,agi_bideveloper2,INSERT
92688293,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883711|369|92688293|I-Import,14471455,0,55:30.8,agi_bideveloper2,INSERT
92952440,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888598|369|92952440|I-Import,14473999,0,55:30.8,agi_bideveloper2,INSERT
92688304,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883712|369|92688304|I-Import,14471456,0,55:30.8,agi_bideveloper2,INSERT
92952473,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888599|369|92952473|I-Import,14474000,0,55:30.8,agi_bideveloper2,INSERT
92688326,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883713|369|92688326|I-Import,14471457,0,55:30.8,agi_bideveloper2,INSERT
92952576,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888600|369|92952576|I-Import,14474001,0,55:30.8,agi_bideveloper2,INSERT
92688341,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,0,0,I,55:30.8,10883714|369|92688341|I-Import,14471458,0,55:30.8,agi_bideveloper2,INSERT
92952436,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888601|369|92952436|I-Import,14474002,0,55:30.8,agi_bideveloper2,INSERT
92688422,5Y,ORD,8523,00:00.0,HAN,ORD,0,0,52005.5,0,I,55:30.8,10883715|369|92688422|I-Import,14471459,0,55:30.8,agi_bideveloper2,INSERT
92952451,5Y,ORD,557,00:00.0,SZX,ORD,0,0,120693,0,I,55:30.8,10888602|369|92952451|I-Import,14474003,0,55:30.8,agi_bideveloper2,INSERT
85796174,CX,HKG,806,00:00.0,HKG,ORD,72,1240,1240,0,E,55:30.8,10887159|160|85796174|E,14471460,0,55:30.8,agi_bideveloper2,INSERT
92952554,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888603|369|92952554|I-Import,14474004,0,55:30.8,agi_bideveloper2,INSERT
85796174,CX,ORD,806,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887159|160|85796174|I-Import,14471461,0,55:30.8,agi_bideveloper2,INSERT
92952440,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888604|369|92952440|I-Import,14474005,0,55:30.8,agi_bideveloper2,INSERT
91848422,CX,HKG,806,00:00.0,HKG,ORD,90,1666,1666,0,E,55:30.8,10887160|160|91848422|E,14471462,0,55:30.8,agi_bideveloper2,INSERT
92949474,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888605|369|92949474|I-Import,14474006,0,55:30.8,agi_bideveloper2,INSERT
91848422,CX,ORD,806,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887160|160|91848422|I-Import,14471463,0,55:30.8,agi_bideveloper2,INSERT
92952591,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888606|369|92952591|I-Import,14474007,0,55:30.8,agi_bideveloper2,INSERT
85772691,CX,HKG,806,00:00.0,HKG,ORD,5,1464,1464,0,E,55:30.8,10887161|160|85772691|E,14471464,0,55:30.8,agi_bideveloper2,INSERT
92952484,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888607|369|92952484|I-Import,14474008,0,55:30.8,agi_bideveloper2,INSERT
85772691,CX,ORD,806,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887161|160|85772691|I-Import,14471465,0,55:30.8,agi_bideveloper2,INSERT
92949452,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888608|369|92949452|I-Import,14474009,0,55:30.8,agi_bideveloper2,INSERT
91127190,CX,HKG,806,00:00.0,HKG,ORD,138,916,916,0,E,55:30.8,10887162|160|91127190|E,14471466,0,55:30.8,agi_bideveloper2,INSERT
92952473,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888609|369|92952473|I-Import,14474010,0,55:30.8,agi_bideveloper2,INSERT
91127190,CX,ORD,806,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887162|160|91127190|I-Import,14471467,0,55:30.8,agi_bideveloper2,INSERT
92949463,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888610|369|92949463|I-Import,14474011,0,55:30.8,agi_bideveloper2,INSERT
91848433,CX,HKG,806,00:00.0,HKG,ORD,89,1628,1628,0,E,55:30.8,10887163|160|91848433|E,14471468,0,55:30.8,agi_bideveloper2,INSERT
92952580,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888611|369|92952580|I-Import,14474012,0,55:30.8,agi_bideveloper2,INSERT
91848433,CX,ORD,806,00:00.0,HKG,ORD,0,0,0,0,I,55:30.8,10887163|160|91848433|I-Import,14471469,0,55:30.8,agi_bideveloper2,INSERT
92952532,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888612|369|92952532|I-Import,14474013,0,55:30.8,agi_bideveloper2,INSERT
31724991,TK,IST,3,00:00.0,IST,JFK,2,14,14,0,E,55:30.8,10887164|235|31724991|E,14471470,0,55:30.8,agi_bideveloper2,INSERT
74306805,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887748|115|74306805|T-Import,14473400,0,55:30.8,agi_bideveloper2,INSERT
31724991,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887164|235|31724991|I-Import,14471471,0,55:30.8,agi_bideveloper2,INSERT
74289121,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887749|115|74289121|I-Import,14473401,0,55:30.8,agi_bideveloper2,INSERT
29374715,TK,IST,3,00:00.0,IST,JFK,2,6.2,6.2,0,E,55:30.8,10887165|235|29374715|E,14471472,0,55:30.8,agi_bideveloper2,INSERT
6807231,EK,ORD,235,00:00.0,DXB,ORD,0,0,0,0,I,55:30.8,10887723|176|06807231|I-Import,14473385,0,55:30.8,agi_bideveloper2,INSERT
29374715,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887165|235|29374715|I-Import,14471473,0,55:30.8,agi_bideveloper2,INSERT
8473356,EK,ORD,235,00:00.0,DXB,ORD,0,0,0,0,I,55:30.8,10887724|176|08473356|I-Import,14473386,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,IST,3,00:00.0,IST,JFK,4,655.5,655.5,0,E,55:30.8,10887166|235|88129952|E,14471474,0,55:30.8,agi_bideveloper2,INSERT
91650215,EK,ORD,235,00:00.0,DXB,ORD,0,0,0,0,I,55:30.8,10887725|176|91650215|I-Import,14473387,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887166|235|88129952|I-Import,14471475,0,55:30.8,agi_bideveloper2,INSERT
74296040,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887736|115|74296040|I-Import,14473388,0,55:30.8,agi_bideveloper2,INSERT
88264282,TK,IST,3,00:00.0,IST,JFK,2,616.7,616.7,0,E,55:30.8,10887167|235|88264282|E,14471476,0,55:30.8,agi_bideveloper2,INSERT
74310644,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887737|115|74310644|I-Import,14473389,0,55:30.8,agi_bideveloper2,INSERT
88264282,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887167|235|88264282|I-Import,14471477,0,55:30.8,agi_bideveloper2,INSERT
74264411,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887738|115|74264411|I-Import,14473390,0,55:30.8,agi_bideveloper2,INSERT
29531014,TK,IST,3,00:00.0,IST,JFK,1,1,1,0,E,55:30.8,10887168|235|29531014|E,14471478,0,55:30.8,agi_bideveloper2,INSERT
74264411,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887739|115|74264411|I-Import,14473391,0,55:30.8,agi_bideveloper2,INSERT
29531014,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887168|235|29531014|I-Import,14471479,0,55:30.8,agi_bideveloper2,INSERT
74310644,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887740|115|74310644|I-Import,14473392,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,IST,3,00:00.0,IST,JFK,3,482.5,482.5,0,E,55:30.8,10887169|235|88129952|E,14471480,0,55:30.8,agi_bideveloper2,INSERT
74317946,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887741|115|74317946|I-Import,14473393,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887169|235|88129952|I-Import,14471481,0,55:30.8,agi_bideveloper2,INSERT
74248731,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887742|115|74248731|T-Import,14473394,0,55:30.8,agi_bideveloper2,INSERT
88028242,TK,IST,3,00:00.0,IST,JFK,1,10,10,0,E,55:30.8,10887170|235|88028242|E,14471482,0,55:30.8,agi_bideveloper2,INSERT
74317946,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887743|115|74317946|I-Import,14473395,0,55:30.8,agi_bideveloper2,INSERT
88028242,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887170|235|88028242|I-Import,14471483,0,55:30.8,agi_bideveloper2,INSERT
74310644,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887744|115|74310644|I-Import,14473396,0,55:30.8,agi_bideveloper2,INSERT
88130011,TK,IST,3,00:00.0,IST,JFK,3,356.7,356.7,0,E,55:30.8,10887171|235|88130011|E,14471484,0,55:30.8,agi_bideveloper2,INSERT
74094834,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887745|115|74094834|T-Import,14473397,0,55:30.8,agi_bideveloper2,INSERT
88130011,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887171|235|88130011|I-Import,14471485,0,55:30.8,agi_bideveloper2,INSERT
74296040,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887746|115|74296040|I-Import,14473398,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,IST,3,00:00.0,IST,JFK,5,826.3,826.3,0,E,55:30.8,10887172|235|88129952|E,14471486,0,55:30.8,agi_bideveloper2,INSERT
74279601,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887747|115|74279601|T-Import,14473399,0,55:30.8,agi_bideveloper2,INSERT
88130011,TK,IST,3,00:00.0,IST,JFK,3,356.7,356.7,0,E,55:30.8,10887173|235|88130011|E,14471488,0,55:30.8,agi_bideveloper2,INSERT
74310644,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887750|115|74310644|I-Import,14473402,0,55:30.8,agi_bideveloper2,INSERT
88130011,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887173|235|88130011|I-Import,14471489,0,55:30.8,agi_bideveloper2,INSERT
74332484,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887751|115|74332484|T-Import,14473403,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,IST,3,00:00.0,IST,JFK,2,326.7,326.7,0,E,55:30.8,10887174|235|88129952|E,14471490,0,55:30.8,agi_bideveloper2,INSERT
74317946,JU,JFK,500,00:00.0,BEG,JFK,0,0,9919.3,0,I,55:30.8,10887752|115|74317946|I-Import,14473404,0,55:30.8,agi_bideveloper2,INSERT
88129952,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887174|235|88129952|I-Import,14471491,0,55:30.8,agi_bideveloper2,INSERT
74310644,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887753|115|74310644|I-Import,14473405,0,55:30.8,agi_bideveloper2,INSERT
32960933,TK,IST,3,00:00.0,IST,JFK,8,39,39,0,E,55:30.8,10887175|235|32960933|E,14471492,0,55:30.8,agi_bideveloper2,INSERT
74264411,JU,JFK,500,00:00.0,BEG,JFK,0,0,0,0,I,55:30.8,10887754|115|74264411|I-Import,14473406,0,55:30.8,agi_bideveloper2,INSERT
32960933,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887175|235|32960933|I-Import,14471493,0,55:30.8,agi_bideveloper2,INSERT
30136923,CZ,SFO,659,00:00.0,WUH,SFO,0,0,0,0,I,55:30.8,10887774|784|30136923|I-Import,14473407,0,55:30.8,agi_bideveloper2,INSERT
31662761,TK,IST,3,00:00.0,IST,JFK,1,15,15,0,E,55:30.8,10887176|235|31662761|E,14471494,0,55:30.8,agi_bideveloper2,INSERT
30136923,CZ,SFO,659,00:00.0,WUH,SFO,0,0,0,0,I,55:30.8,10887775|784|30136923|I-Import,14473408,0,55:30.8,agi_bideveloper2,INSERT
31662761,TK,JFK,3,00:00.0,IST,JFK,0,0,0,0,I,55:30.8,10887176|235|31662761|I-Import,14471495,0,55:30.8,agi_bideveloper2,INSERT
30137052,CZ,SFO,659,00:00.0,WUH,SFO,0,0,3113,0,I,55:30.8,10887776|784|30137052|I-Import,14473409,0,55:30.8,agi_bideveloper2,INSERT
54512172,TK,IST,3,00:00.0,IST,JFK,1,160,160,0,E,55:30.8,10887177|235|54512172|E,14471496,0,55:30.8,agi_bideveloper2,INSERT
30136923,CZ,SFO,659,00:00.0,WUH,SFO,0,0,0,0,I,55:30.8,10887777|784|30136923|I-Import,14473410,0,55:30.8,agi_bideveloper2,INSERT
85286364,CV,JFK,6794,00:00.0,LUX,JFK,0,0,0,0,I,55:30.8,10888547|356|85286364|I-Import,14471497,0,55:30.8,agi_bideveloper2,INSERT
17982226,7L,GYD,262,00:00.0,GYD,JFK,5,1521,1521,0,E,55:30.8,10887785|501|17982226|E,14473411,0,55:30.8,agi_bideveloper2,INSERT
82346294,CV,JFK,6794,00:00.0,LUX,JFK,0,0,0,0,I,55:30.8,10888548|172|82346294|I-Import,14471498,0,55:30.8,agi_bideveloper2,INSERT
17982226,7L,JFK,262,00:00.0,GYD,JFK,0,0,1714,0,I,55:30.8,10887785|501|17982226|I-Import,14473412,0,55:30.8,agi_bideveloper2,INSERT
85286386,CV,JFK,6794,00:00.0,LUX,JFK,0,0,0,0,I,55:30.8,10888549|356|85286386|I-Import,14471499,0,55:30.8,agi_bideveloper2,INSERT
17981202,7L,GYD,262,00:00.0,GYD,JFK,4,193,193,0,E,55:30.8,10887786|501|17981202|E,14473413,0,55:30.8,agi_bideveloper2,INSERT
85286386,CV,JFK,6794,00:00.0,LUX,JFK,0,0,0,0,I,55:30.8,10888550|356|85286386|I-Import,14471500,0,55:30.8,agi_bideveloper2,INSERT
17981202,7L,JFK,262,00:00.0,GYD,JFK,0,0,0,0,I,55:30.8,10887786|501|17981202|I-Import,14473414,0,55:30.8,agi_bideveloper2,INSERT
92952646,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888564|369|92952646|I-Import,14471501,0,55:30.8,agi_bideveloper2,INSERT
29816990,KE,SFO,23,00:00.0,ICN,SFO,0,0,15846.7,0,I,55:30.8,10887787|180|29816990|I-Import,14473415,0,55:30.8,agi_bideveloper2,INSERT
92952495,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888565|369|92952495|I-Import,14471502,0,55:30.8,agi_bideveloper2,INSERT
41721676,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887788|180|41721676|I-Import,14473416,0,55:30.8,agi_bideveloper2,INSERT
92952543,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888566|369|92952543|I-Import,14471503,0,55:30.8,agi_bideveloper2,INSERT
41721886,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887789|180|41721886|I-Import,14473417,0,55:30.8,agi_bideveloper2,INSERT
92952451,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888567|369|92952451|I-Import,14471504,0,55:30.8,agi_bideveloper2,INSERT
41721665,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887790|180|41721665|I-Import,14473418,0,55:30.8,agi_bideveloper2,INSERT
92952543,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888568|369|92952543|I-Import,14471505,0,55:30.8,agi_bideveloper2,INSERT
41721676,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887791|180|41721676|I-Import,14473419,0,55:30.8,agi_bideveloper2,INSERT
92952392,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888569|369|92952392|I-Import,14471506,0,55:30.8,agi_bideveloper2,INSERT
45393283,KE,SFO,23,00:00.0,ICN,SFO,0,0,0,0,I,55:30.8,10887792|180|45393283|I-Import,14473420,0,55:30.8,agi_bideveloper2,INSERT
92952510,5Y,ORD,557,00:00.0,SZX,ORD,0,0,0,0,I,55:30.8,10888570|369|92952510|I-Import,14471507,0,55:30.8,agi_bideveloper2,INSERT
